date,direction,clean_amount,description,raw,category
2025-01-16,OUT,22,"Recharge for Customer to           Completed                                        -22.00            1,811.62","TAG4EOK7I6         2025-01-16 16:30:57   Recharge for Customer to           Completed                                        -22.00            1,811.62",Uncategorized
2025-01-16,OUT,50,"Customer Payment to Small          Completed                                        -50.00            1,833.62","TAG8CUUM68         2025-01-16 08:21:43   Customer Payment to Small          Completed                                        -50.00            1,833.62",Uncategorized
2025-01-16,OUT,80,"Customer Transfer to -             Completed                                        -80.00            1,883.62","TAG9COWXT9         2025-01-16 07:24:32   Customer Transfer to -             Completed                                        -80.00            1,883.62",Personal Transfers
2025-01-15,OUT,7,"Customer Transfer of Funds         Completed                                         -7.00            1,963.62","TAF2B91PE2         2025-01-15 19:09:04   Customer Transfer of Funds         Completed                                         -7.00            1,963.62",Uncategorized
2025-01-15,OUT,105,"Customer Transfer to -             Completed                                       -105.00            1,970.62","TAF2B91PE2         2025-01-15 19:09:04   Customer Transfer to -             Completed                                       -105.00            1,970.62",Personal Transfers
2025-01-15,OUT,20,"Recharge for Customer to           Completed                                        -20.00            2,075.62","TAF7ARYDQH         2025-01-15 17:43:32   Recharge for Customer to           Completed                                        -20.00            2,075.62",Uncategorized
2025-01-15,OUT,80,"Customer Payment to Small          Completed                                        -80.00            2,095.62","TAF1AOY693         2025-01-15 17:26:08   Customer Payment to Small          Completed                                        -80.00            2,095.62",Uncategorized
2025-01-15,OUT,100,"Customer Transfer to -             Completed                                       -100.00            2,175.62","TAF88NCBOK         2025-01-15 08:26:24   Customer Transfer to -             Completed                                       -100.00            2,175.62",Personal Transfers
2025-01-15,OUT,50,"Customer Transfer to -             Completed                                        -50.00            2,275.62","TAF38M66ID         2025-01-15 08:16:16   Customer Transfer to -             Completed                                        -50.00            2,275.62",Personal Transfers
2025-01-15,OUT,90,"Customer Payment to Small          Completed                                        -90.00            2,325.62","TAF38GC3YF         2025-01-15 07:18:19   Customer Payment to Small          Completed                                        -90.00            2,325.62",Uncategorized
2025-01-14,OUT,134.3,"Card Pay Bill Online to 903470 -   Completed                                       -134.30            2,415.62","TAE15YFT8Z         2025-01-14 15:07:11   Card Pay Bill Online to 903470 -   Completed                                       -134.30            2,415.62",Uncategorized
2025-01-14,OUT,165,"Merchant Payment to 6863863 -      Completed                                       -165.00            2,549.92","TAE756WDPL         2025-01-14 11:52:10   Merchant Payment to 6863863 -      Completed                                       -165.00            2,549.92",Other Merchant Payment
